JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2457661.2977,2.764,0.017,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.912,,BET PER,AAVSO,STD,,,,
2457661.2984,2.745,0.019,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.875,,BET PER,AAVSO,STD,,,,
2457661.3,2.8,,,Vis.,PFR,,18,30,X41311ABF,,,,Z,,,,BET PER,AAK,STD,,,,
2457661.3167,2.890,0.022,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.867,,BET PER,AAVSO,STD,,,,
2457661.3175,2.922,0.021,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.902,,BET PER,AAVSO,STD,,,,
2457661.3192,2.908,0.003,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.870,,BET PER,AAVSO,STD,,,,
2457661.3200,2.906,0.010,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.870,,BET PER,AAVSO,STD,,,,
2457661.3368,3.069,0.025,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.853,,BET PER,AAVSO,STD,,,,
2457661.3376,3.053,0.021,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.841,,BET PER,AAVSO,STD,,,,
2457661.3391,3.092,0.018,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.857,,BET PER,AAVSO,STD,,,,
2457661.3398,3.093,0.014,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.836,,BET PER,AAVSO,STD,,,,
2457661.3473,3.140,0.012,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.820,,BET PER,AAVSO,STD,,,,
2457661.3481,3.135,0.011,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.804,,BET PER,AAVSO,STD,,,,
2457661.3502,3.135,0.016,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.825,,BET PER,AAVSO,STD,,,,
2457661.3509,3.155,0.013,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.816,,BET PER,AAVSO,STD,,,,
2457661.3560,3.196,0.010,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.834,,BET PER,AAVSO,STD,,,,
2457661.3568,3.187,0.011,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.811,,BET PER,AAVSO,STD,,,,
2457661.3619,3.208,0.007,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.815,,BET PER,AAVSO,STD,,,,
2457661.3627,3.216,0.007,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.824,,BET PER,AAVSO,STD,,,,
2457661.3637,3.221,0.006,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.820,,BET PER,AAVSO,STD,,,,
2457661.3645,3.221,0.014,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.818,,BET PER,AAVSO,STD,,,,
2457661.367,3.6,,,Vis.,KMR,,,,BAA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2457661.3679,3.253,0.011,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.836,,BET PER,AAVSO,STD,,,,
2457661.3687,3.246,0.006,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.827,,BET PER,AAVSO,STD,,,,
2457661.3697,3.276,0.004,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.828,,BET PER,AAVSO,STD,,,,
2457661.3705,3.237,0.012,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.820,,BET PER,AAVSO,STD,,,,
2457661.3719,3.240,0.005,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.830,,BET PER,AAVSO,STD,,,,
2457661.3726,3.242,0.010,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.797,,BET PER,AAVSO,STD,,,,
2457661.3737,3.253,0.015,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.812,,BET PER,AAVSO,STD,,,,
2457661.3745,3.248,0.005,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.811,,BET PER,AAVSO,STD,,,,
2457661.3764,3.268,0.005,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.813,,BET PER,AAVSO,STD,,,,
2457661.3772,3.277,0.010,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.815,,BET PER,AAVSO,STD,,,,
2457661.3785,3.259,0.009,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.811,,BET PER,AAVSO,STD,,,,
2457661.3793,3.262,0.002,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.810,,BET PER,AAVSO,STD,,,,
2457661.3807,3.250,0.009,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.801,,BET PER,AAVSO,STD,,,,
2457661.3815,3.259,0.017,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.820,,BET PER,AAVSO,STD,,,,
2457661.3832,3.265,0.013,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.803,,BET PER,AAVSO,STD,,,,
2457661.3840,3.276,0.014,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.817,,BET PER,AAVSO,STD,,,,
2457661.3850,3.253,0.004,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.805,,BET PER,AAVSO,STD,,,,
2457661.3858,3.261,0.004,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.825,,BET PER,AAVSO,STD,,,,
2457661.3869,3.239,0.013,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.804,,BET PER,AAVSO,STD,,,,
2457661.3876,3.249,0.011,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.818,,BET PER,AAVSO,STD,,,,
2457661.3882,3.4,,,Vis.,JDAA,,2.1,3.8,Sky Charts (CdC),,,,Z,,,,BET PER,AAVSO,STD,,,,
2457661.3887,3.238,0.012,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.811,,BET PER,AAVSO,STD,,,,
2457661.3895,3.240,0.009,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.815,,BET PER,AAVSO,STD,,,,
2457661.3906,3.239,0.006,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.802,,BET PER,AAVSO,STD,,,,
2457661.3914,3.247,0.011,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.809,,BET PER,AAVSO,STD,,,,
2457661.3928,3.243,0.013,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.812,,BET PER,AAVSO,STD,,,,
2457661.3935,3.232,0.006,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.791,,BET PER,AAVSO,STD,,,,
2457661.3946,3.226,0.008,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.802,,BET PER,AAVSO,STD,,,,
2457661.3954,3.234,0.015,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.797,,BET PER,AAVSO,STD,,,,
2457661.3972,3.235,0.010,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.807,,BET PER,AAVSO,STD,,,,
2457661.3980,3.224,0.007,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.825,,BET PER,AAVSO,STD,,,,
2457661.3991,3.220,0.012,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.806,,BET PER,AAVSO,STD,,,,
2457661.3999,3.217,0.004,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.810,,BET PER,AAVSO,STD,,,,
2457661.4009,3.215,0.012,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.797,,BET PER,AAVSO,STD,,,,
2457661.4017,3.221,0.013,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.817,,BET PER,AAVSO,STD,,,,
2457661.4044,3.188,0.006,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.805,,BET PER,AAVSO,STD,,,,
2457661.4052,3.169,0.010,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.798,,BET PER,AAVSO,STD,,,,
2457661.4099,3.131,0.007,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.791,,BET PER,AAVSO,STD,,,,
2457661.4107,3.145,0.009,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.801,,BET PER,AAVSO,STD,,,,
2457661.4117,3.139,0.008,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.817,,BET PER,AAVSO,STD,,,,
2457661.4125,3.128,0.007,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.822,,BET PER,AAVSO,STD,,,,
2457661.4166,3.061,0.010,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.811,,BET PER,AAVSO,STD,,,,
2457661.4174,3.084,0.004,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.807,,BET PER,AAVSO,STD,,,,
2457661.4202,3.091,0.007,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.808,,BET PER,AAVSO,STD,,,,
2457661.4210,3.055,0.014,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.795,,BET PER,AAVSO,STD,,,,
2457661.4239,3.039,0.002,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.790,,BET PER,AAVSO,STD,,,,
2457661.4246,3.050,0.009,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.808,,BET PER,AAVSO,STD,,,,
2457661.4284,3.009,0.010,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.804,,BET PER,AAVSO,STD,,,,
2457661.4292,2.992,0.013,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.802,,BET PER,AAVSO,STD,,,,
2457661.4305,2.997,0.008,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.804,,BET PER,AAVSO,STD,,,,
2457661.4312,2.980,0.006,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.800,,BET PER,AAVSO,STD,,,,
2457661.4362,2.928,0.015,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.773,,BET PER,AAVSO,STD,,,,
2457661.4370,2.941,0.009,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.798,,BET PER,AAVSO,STD,,,,
2457661.4410,2.921,0.010,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.806,,BET PER,AAVSO,STD,,,,
2457661.4417,2.886,0.006,,V,VOL,,KAP PER=HD19476,NIU PER=HD23230,,DSLR,1,,Z,3.79,3.796,,BET PER,AAVSO,STD,,,,
2457661.54931,2.20,,,Vis.,TDG,,18,30,14839BCL,OTHER COMP 22 (GAMMA AND),,,Z,,,,BET PER,AAVSO,STD,,,,
2457662.187,2.1,,,Vis.,KYUA,U,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457662.187,2.1,,,Vis.,VANA,U,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457662.25,2.2,,,Vis.,PFR,,18,30,X41311ABF,,,,Z,,,,BET PER,AAK,STD,,,,
2457662.3757,2.1,,,Vis.,JDAA,,1.8,3.0,Sky Charts (CdC),,,,Z,,,,BET PER,AAVSO,STD,,,,
2457662.555,2.1,,,Vis.,MQA,U,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457663.01389,2.20,,,Vis.,ASA,,210,290,290,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457663.201,2.1,,,Vis.,VANA,U,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457663.201,2.1,,,Vis.,KYUA,U,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457663.201,2.1,,,Vis.,LCHD,U,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457663.25,2.2,,,Vis.,PFR,,18,30,X41311ABF,,,,Z,,,,BET PER,AAK,STD,,,,
2457664.01389,2.15,,,Vis.,ASA,,210,290,290,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457664.194,2.8,,,Vis.,VANA,U,3.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457664.194,2.8,,,Vis.,KYUA,,3.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457664.194,2.8,,,Vis.,MANH,,3.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457664.194,2.8,,,Vis.,LCHD,,3.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457664.222,3.0,,,Vis.,MQA,U,3.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457664.413,2.1,,,Vis.,KMR,,,,BAA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2457664.555,2.1,,,Vis.,MQA,U,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457665.47639,2.10,,,Vis.,TDG,,18,30,14839BCL,OTHER COMP 22 (GAMMA AND),,,Z,,,,BET PER,AAVSO,STD,,,,
2457666.02083,2.30,,,Vis.,ASA,,210,290,290,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457666.425,2.1,,,Vis.,KBA,K,18,22,A,BRIGHT STAR CATALOG,,,Z,,,,BET PER,AAVSO,STD,,,,
2457666.461,2.1,,,Vis.,KMR,,,,BAA,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2457666.47431,2.10,,,Vis.,TDG,,18,30,14839BCL,OTHER COMP 22 (GAMMA AND),,,Z,,,,BET PER,AAVSO,STD,,,,
2457667.02431,2.50,,,Vis.,ASA,,210,290,290,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457667.47847,2.10,,,Vis.,TDG,,18,30,14839BCL,OTHER COMP 22 (GAMMA AND),,,Z,,,,BET PER,AAVSO,STD,,,,
2457668.201,2.1,,,Vis.,KYUA,BU,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457668.201,2.1,,,Vis.,MANH,BU,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457668.201,2.1,,,Vis.,MEGA,BU,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457668.201,2.1,,,Vis.,VANA,BU,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457668.3167,2.1,,,Vis.,JDAA,,1.8,3.0,Sky Charts (CdC),,,,Z,,,,BET PER,AAVSO,STD,,,,
2457668.375,2.1,,,Vis.,KMR,,,,None,"""A=Alpha Peg, B=Eta Peg; NE""",,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2457668.46806,2.20,,,Vis.,TDG,,18,30,14839BCL,OTHER COMP 22 (GAMMA AND),,,Z,,,,BET PER,AAVSO,STD,,,,
2457668.51736,2.10,,,Vis.,TDG,,18,30,14839BCL,OTHER COMP 22 (GAMMA AND),,,Z,,,,BET PER,AAVSO,STD,,,,
2457668.52986,2.20,,,Vis.,TDG,,18,30,14839BCL,OTHER COMP 22 (GAMMA AND),,,Z,,,,BET PER,AAVSO,STD,,,,
2457668.54375,2.15,,,Vis.,TDG,,18,30,14839BCL,OTHER COMP 22 (GAMMA AND),,,Z,,,,BET PER,AAVSO,STD,,,,
2457669.47917,2.20,,,Vis.,TDG,,18,30,14839BCL,OTHER COMP 22 (GAMMA AND),,,Z,,,,BET PER,AAVSO,STD,,,,
2457669.66944,2.05,,,Vis.,DMID,,HIP 14365,,X167031G,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457670.02431,2.80,,,Vis.,ASA,,290,320,290,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457671.02431,2.10,,,Vis.,ASA,,210,290,290,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457671.32431,2.6,,,Vis.,SDAV,,2.9,,PER0708,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457671.448,2.1,,,Vis.,KMR,,,,None,"""A=Alpha Peg, B=Eta Peg; NE""",,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2457671.513,2.1,,,Vis.,MQA,,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457672.02778,2.20,,,Vis.,ASA,,210,290,290,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457672.180,2.1,,,Vis.,MANH,B,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457672.180,2.2,,,Vis.,MANH,B,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457672.180,2.1,,,Vis.,VANA,B,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457672.180,2.1,,,Vis.,LCHD,B,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457672.180,2.1,,,Vis.,MEGA,B,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457672.555,2.1,,,Vis.,MQA,,2.0,,AAVSO,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457673.02639,2.40,,,Vis.,ASA,,210,290,290,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457673.47778,2.10,,,Vis.,TDG,,18,30,14839BCL,OTHER COMP 22 (GAMMA AND),,,Z,,,,BET PER,AAVSO,STD,,,,
2457674.46597,2.10,,,Vis.,TDG,,18,30,14839BCL,OTHER COMP 22 (GAMMA AND),,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.02431,2.20,,,Vis.,ASA,,210,290,290,,,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.58255,2.218,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.58307,2.218,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.58359,2.244,0.002,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.58411,2.217,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.58463,2.235,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.58515,2.239,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.58567,2.237,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.58619,2.229,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.58708,2.240,0.002,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.58745,2.270,0.002,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.58784,2.257,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.58828,2.241,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.58880,2.242,0.002,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.58932,2.256,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.58984,2.252,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59036,2.259,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59125,2.249,0.002,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59162,2.261,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59200,2.249,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59244,2.276,0.002,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59296,2.294,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59348,2.280,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59400,2.282,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59453,2.302,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59542,2.287,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59579,2.289,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59617,2.305,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59661,2.303,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59713,2.297,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59765,2.300,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59817,2.311,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59869,2.304,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59958,2.321,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.59995,2.323,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60034,2.326,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60078,2.338,0.002,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60130,2.348,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60182,2.322,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60234,2.324,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60286,2.353,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60375,2.336,0.002,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60412,2.346,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60450,2.359,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60494,2.360,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60546,2.362,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60598,2.356,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60650,2.381,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60703,2.372,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60792,2.367,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60829,2.381,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60867,2.388,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60911,2.392,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.60963,2.380,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.61015,2.393,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.61067,2.392,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.61119,2.397,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.61208,2.396,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.61245,2.399,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
2457675.61284,2.394,0.003,,V,SAH,,ENSEMBLE,,3980SM,,0,,Z,,,,BET PER,AAVSO,STD,,,,
